#Top: design_1_wrapper   Floorplan: synth_1   Part: xc7z020clg400-1
#Generated by: Mati   on: Wed Dec 27 13:51:47 2023
#Build: Vivado v2023.2   by: xbuild   on: Fri Oct 13 20:14:34 MDT 2023
#Package Version: FINAL 2012-06-26
#Package Pin Delay Version: VERS. 2.0 2012-06-26

################################################################################
#INVALID / INCOMPLETE PINOUT
#There are 5 unassigned signals in this design. The last 5 rows of this file list these signals.
################################################################################

IO Bank,Pin Number,Site,Site Type,Min Trace Delay (ps),Max Trace Delay (ps),Prohibit,Interface,Signal Name,Direction,DiffPair Type,DiffPair Signal,IO Standard,Drive (mA),Slew Rate,OUTPUT_IMPEDANCE,PRE_EMPHASIS,LVDS_PRE_EMPHASIS,EQUALIZATION,Pull Type,DQS_BIAS,IN_TERM,DIFF_TERM,OFFCHIP_TERM,Board Signal,Board Voltage
13,Y7,IOB_X0Y24,IO_L13P_T2_MRCC_13,107.930,109.014,,,,,,,,,,,,,,,,,,,,
13,Y6,IOB_X0Y23,IO_L13N_T2_MRCC_13,93.725,94.667,,,,,,,,,,,,,,,,,,,,
13,Y9,IOB_X0Y22,IO_L14P_T2_SRCC_13,140.186,141.594,,,,,,,,,,,,,,,,,,,,
13,Y8,IOB_X0Y21,IO_L14N_T2_SRCC_13,123.534,124.776,,,,,,,,,,,,,,,,,,,,
13,V8,IOB_X0Y20,IO_L15P_T2_DQS_13,161.519,163.143,,,,,,,,,,,,,,,,,,,,
13,W8,IOB_X0Y19,IO_L15N_T2_DQS_13,161.684,163.308,,,,,,,,,,,,,,,,,,,,
13,W10,IOB_X0Y18,IO_L16P_T2_13,128.515,129.807,,,,,,,,,,,,,,,,,,,,
13,W9,IOB_X0Y17,IO_L16N_T2_13,111.029,112.145,,,,,,,,,,,,,,,,,,,,
13,U9,IOB_X0Y16,IO_L17P_T2_13,134.582,135.934,,,,,,,,,,,,,,,,,,,,
13,U8,IOB_X0Y15,IO_L17N_T2_13,113.811,114.955,,,,,,,,,,,,,,,,,,,,
13,W11,IOB_X0Y14,IO_L18P_T2_13,124.660,125.912,,,,,,,,,,,,,,,,,,,,
13,Y11,IOB_X0Y13,IO_L18N_T2_13,128.126,129.414,,,,,,,,,,,,,,,,,,,,
13,T5,IOB_X0Y12,IO_L19P_T3_13,110.454,111.564,,,,,,,,,,,,,,,,,,,,
13,U5,IOB_X0Y11,IO_L19N_T3_VREF_13,53.322,53.858,,,,,,,,,,,,,,,,,,,,
13,Y12,IOB_X0Y10,IO_L20P_T3_13,141.800,143.226,,,,,,,,,,,,,,,,,,,,
13,Y13,IOB_X0Y9,IO_L20N_T3_13,143.139,144.577,,,,,,,,,,,,,,,,,,,,
13,V11,IOB_X0Y8,IO_L21P_T3_DQS_13,101.755,102.777,,,,,,,,,,,,,,,,,,,,
13,V10,IOB_X0Y7,IO_L21N_T3_DQS_13,99.827,100.831,,,,,,,,,,,,,,,,,,,,
13,V6,IOB_X0Y6,IO_L22P_T3_13,60.997,61.610,,,,,,,,,,,,,,,,,,,,
13,W6,IOB_X0Y5,IO_L22N_T3_13,66.197,66.862,,,,,,,,,,,,,,,,,,,,
13,T8,,VCCO_13,,,,,,,,,,,,,,,,,,,,,VCCO_13,
13,U11,,VCCO_13,,,,,,,,,,,,,,,,,,,,,VCCO_13,
13,W7,,VCCO_13,,,,,,,,,,,,,,,,,,,,,VCCO_13,
13,Y10,,VCCO_13,,,,,,,,,,,,,,,,,,,,,VCCO_13,
34,R19,IOB_X1Y99,IO_0_34,81.951,82.775,,,,,,,,,,,,,,,,,,,,
34,T11,IOB_X1Y98,IO_L1P_T0_34,144.419,145.871,,,,,,,,,,,,,,,,,,,,
34,T10,IOB_X1Y97,IO_L1N_T0_34,137.950,139.336,,,,,,,,,,,,,,,,,,,,
34,T12,IOB_X1Y96,IO_L2P_T0_34,158.883,160.479,,,,,,,,,,,,,,,,,,,,
34,U12,IOB_X1Y95,IO_L2N_T0_34,165.156,166.816,,,,,,,,,,,,,,,,,,,,
34,U13,IOB_X1Y94,IO_L3P_T0_DQS_PUDC_B_34,163.359,165.001,,,,,,,,,,,,,,,,,,,,
34,V13,IOB_X1Y93,IO_L3N_T0_DQS_34,164.582,166.236,,,,,,,,,,,,,,,,,,,,
34,V12,IOB_X1Y92,IO_L4P_T0_34,141.076,142.494,,,,,,,,,,,,,,,,,,,,
34,W13,IOB_X1Y91,IO_L4N_T0_34,126.257,127.525,,,,,,,,,,,,,,,,,,,,
34,T14,IOB_X1Y90,IO_L5P_T0_34,123.455,124.695,,,,,,,,,,,,,,,,,,,,
34,T15,IOB_X1Y89,IO_L5N_T0_34,118.400,119.590,,,,,,,,,,,,,,,,,,,,
34,P14,IOB_X1Y88,IO_L6P_T0_34,97.668,98.650,,,,,,,,,,,,,,,,,,,,
34,R14,IOB_X1Y87,IO_L6N_T0_VREF_34,70.397,71.104,,,,,,,,,,,,,,,,,,,,
34,Y16,IOB_X1Y86,IO_L7P_T1_34,163.611,165.255,,,,,,,,,,,,,,,,,,,,
34,Y17,IOB_X1Y85,IO_L7N_T1_34,161.278,162.898,,,,,,,,,,,,,,,,,,,,
34,W14,IOB_X1Y84,IO_L8P_T1_34,194.300,196.252,,,,,,,,,,,,,,,,,,,,
34,Y14,IOB_X1Y83,IO_L8N_T1_34,183.021,184.861,,,,,,,,,,,,,,,,,,,,
34,T16,IOB_X1Y82,IO_L9P_T1_DQS_34,124.993,126.249,,,,,,,,,,,,,,,,,,,,
34,U17,IOB_X1Y81,IO_L9N_T1_DQS_34,142.732,144.166,,,,,,,,,,,,,,,,,,,,
34,V15,IOB_X1Y80,IO_L10P_T1_34,172.427,174.159,,,,,,,,,,,,,,,,,,,,
34,W15,IOB_X1Y79,IO_L10N_T1_34,173.248,174.990,,,,,,,,,,,,,,,,,,,,
34,U14,IOB_X1Y78,IO_L11P_T1_SRCC_34,183.784,185.632,,,,,,,,,,,,,,,,,,,,
34,U15,IOB_X1Y77,IO_L11N_T1_SRCC_34,179.015,180.815,,,,,,,,,,,,,,,,,,,,
34,U18,IOB_X1Y76,IO_L12P_T1_MRCC_34,93.537,94.477,,,,,,,,,,,,,,,,,,,,
34,U19,IOB_X1Y75,IO_L12N_T1_MRCC_34,98.341,99.329,,,,,,,,,,,,,,,,,,,,
34,N18,IOB_X1Y74,IO_L13P_T2_MRCC_34,56.776,57.347,,,,,,,,,,,,,,,,,,,,
34,P19,IOB_X1Y73,IO_L13N_T2_MRCC_34,71.583,72.302,,,,,,,,,,,,,,,,,,,,
34,N20,IOB_X1Y72,IO_L14P_T2_SRCC_34,50.199,50.703,,,,,,,,,,,,,,,,,,,,
34,P20,IOB_X1Y71,IO_L14N_T2_SRCC_34,58.221,58.806,,,,,,,,,,,,,,,,,,,,
34,T20,IOB_X1Y70,IO_L15P_T2_DQS_34,79.909,80.712,,,,,,,,,,,,,,,,,,,,
34,U20,IOB_X1Y69,IO_L15N_T2_DQS_34,80.566,81.376,,,,,,,,,,,,,,,,,,,,
34,V20,IOB_X1Y68,IO_L16P_T2_34,117.440,118.620,,,,,,,,,,,,,,,,,,,,
34,W20,IOB_X1Y67,IO_L16N_T2_34,123.370,124.610,,,,,,,,,,,,,,,,,,,,
34,Y18,IOB_X1Y66,IO_L17P_T2_34,119.569,120.771,,,,,,,,,,,,,,,,,,,,
34,Y19,IOB_X1Y65,IO_L17N_T2_34,113.484,114.624,,,,,,,,,,,,,,,,,,,,
34,V16,IOB_X1Y64,IO_L18P_T2_34,93.468,94.407,,,,,,,,,,,,,,,,,,,,
34,W16,IOB_X1Y63,IO_L18N_T2_34,93.860,94.804,,,,,,,,,,,,,,,,,,,,
34,R16,IOB_X1Y62,IO_L19P_T3_34,74.311,75.058,,,,,,,,,,,,,,,,,,,,
34,R17,IOB_X1Y61,IO_L19N_T3_VREF_34,68.812,69.504,,,,,,,,,,,,,,,,,,,,
34,T17,IOB_X1Y60,IO_L20P_T3_34,77.246,78.022,,,,,,,,,,,,,,,,,,,,
34,R18,IOB_X1Y59,IO_L20N_T3_34,67.890,68.573,,,,,,,,,,,,,,,,,,,,
34,V17,IOB_X1Y58,IO_L21P_T3_DQS_34,106.084,107.150,,,,,,,,,,,,,,,,,,,,
34,V18,IOB_X1Y57,IO_L21N_T3_DQS_34,98.361,99.349,,,,,,,,,,,,,,,,,,,,
34,W18,IOB_X1Y56,IO_L22P_T3_34,85.584,86.444,,,,,,,,,,,,,,,,,,,,
34,W19,IOB_X1Y55,IO_L22N_T3_34,82.041,82.865,,,,,,,,,,,,,,,,,,,,
34,N17,IOB_X1Y54,IO_L23P_T3_34,71.538,72.257,,,,,,,,,,,,,,,,,,,,
34,P18,IOB_X1Y53,IO_L23N_T3_34,56.555,57.123,,,,,,,,,,,,,,,,,,,,
34,P15,IOB_X1Y52,IO_L24P_T3_34,75.055,75.810,,,,,,,,,,,,,,,,,,,,
34,P16,IOB_X1Y51,IO_L24N_T3_34,79.991,80.795,,,,,,,,,,,,,,,,,,,,
34,T19,IOB_X1Y50,IO_25_34,81.751,82.573,,,,,,,,,,,,,,,,,,,,
34,N19,,VCCO_34,,,,,,,,,,,,,,,,,,,,,VCCO_34,
34,R15,,VCCO_34,,,,,,,,,,,,,,,,,,,,,VCCO_34,
34,T18,,VCCO_34,,,,,,,,,,,,,,,,,,,,,VCCO_34,
34,V14,,VCCO_34,,,,,,,,,,,,,,,,,,,,,VCCO_34,
34,W17,,VCCO_34,,,,,,,,,,,,,,,,,,,,,VCCO_34,
34,Y20,,VCCO_34,,,,,,,,,,,,,,,,,,,,,VCCO_34,
35,G14,IOB_X1Y149,IO_0_35,41.176,41.590,,,,,,,,,,,,,,,,,,,,
35,C20,IOB_X1Y148,IO_L1P_T0_AD0P_35,67.529,68.208,,,,,,,,,,,,,,,,,,,,
35,B20,IOB_X1Y147,IO_L1N_T0_AD0N_35,65.601,66.261,,,,,,,,,,,,,,,,,,,,
35,B19,IOB_X1Y146,IO_L2P_T0_AD8P_35,64.680,65.330,,,,,,,,,,,,,,,,,,,,
35,A20,IOB_X1Y145,IO_L2N_T0_AD8N_35,72.581,73.310,,,,,,,,,,,,,,,,,,,,
35,E17,IOB_X1Y144,IO_L3P_T0_DQS_AD1P_35,35.643,36.001,,,,,,,,,,,,,,,,,,,,
35,D18,IOB_X1Y143,IO_L3N_T0_DQS_AD1N_35,31.065,31.378,,,,,,,,,,,,,,,,,,,,
35,D19,IOB_X1Y142,IO_L4P_T0_35,58.896,59.488,,,,,,,,,,,,,,,,,,,,
35,D20,IOB_X1Y141,IO_L4N_T0_35,59.391,59.988,,,,,,,,,,,,,,,,,,,,
35,E18,IOB_X1Y140,IO_L5P_T0_AD9P_35,53.818,54.359,,,,,,,,,,,,,,,,,,,,
35,E19,IOB_X1Y139,IO_L5N_T0_AD9N_35,62.956,63.588,,,,,,,,,,,,,,,,,,,,
35,F16,IOB_X1Y138,IO_L6P_T0_35,46.237,46.702,,,,,,,,,,,,,,,,,,,,
35,F17,IOB_X1Y137,IO_L6N_T0_VREF_35,31.721,32.040,,,,,,,,,,,,,,,,,,,,
35,M19,IOB_X1Y136,IO_L7P_T1_AD2P_35,127.422,128.702,,,,,,,,,,,,,,,,,,,,
35,M20,IOB_X1Y135,IO_L7N_T1_AD2N_35,136.978,138.354,,,,,,,,,,,,,,,,,,,,
35,M17,IOB_X1Y134,IO_L8P_T1_AD10P_35,151.587,153.111,,,,,,,,,,,,,,,,,,,,
35,M18,IOB_X1Y133,IO_L8N_T1_AD10N_35,138.587,139.979,,,,,,,,,,,,,,,,,,,,
35,L19,IOB_X1Y132,IO_L9P_T1_DQS_AD3P_35,102.662,103.694,,,,,,,,,,,,,,,,,,,,
35,L20,IOB_X1Y131,IO_L9N_T1_DQS_AD3N_35,108.082,109.168,,,,,,,,,,,,,,,,,,,,
35,K19,IOB_X1Y130,IO_L10P_T1_AD11P_35,105.170,106.226,,,,,,,,,,,,,,,,,,,,
35,J19,IOB_X1Y129,IO_L10N_T1_AD11N_35,104.436,105.486,,,,,,,,,,,,,,,,,,,,
35,L16,IOB_X1Y128,IO_L11P_T1_SRCC_35,158.145,159.735,,,,,,,,,,,,,,,,,,,,
35,L17,IOB_X1Y127,IO_L11N_T1_SRCC_35,159.290,160.890,,,,,,,,,,,,,,,,,,,,
35,K17,IOB_X1Y126,IO_L12P_T1_MRCC_35,70.197,70.902,,,,,,,,,,,,,,,,,,,,
35,K18,IOB_X1Y125,IO_L12N_T1_MRCC_35,84.132,84.978,,,,,,,,,,,,,,,,,,,,
35,H16,IOB_X1Y124,IO_L13P_T2_MRCC_35,46.286,46.751,,,,,,,,,,,,,,,,,,,,
35,H17,IOB_X1Y123,IO_L13N_T2_MRCC_35,53.190,53.724,,,,,,,,,,,,,,,,,,,,
35,J18,IOB_X1Y122,IO_L14P_T2_AD4P_SRCC_35,70.796,71.507,,,,,,,,,,,,,,,,,,,,
35,H18,IOB_X1Y121,IO_L14N_T2_AD4N_SRCC_35,55.115,55.669,,,,,,,,,,,,,,,,,,,,
35,F19,IOB_X1Y120,IO_L15P_T2_DQS_AD12P_35,48.539,49.027,,,,,,,,,,,,,,,,,,,,
35,F20,IOB_X1Y119,IO_L15N_T2_DQS_AD12N_35,53.588,54.126,,,,,,,,,,,,,,,,,,,,
35,G17,IOB_X1Y118,IO_L16P_T2_35,53.618,54.157,,,,,,,,,,,,,,,,,,,,
35,G18,IOB_X1Y117,IO_L16N_T2_35,37.445,37.822,,,,,,,,,,,,,,,,,,,,
35,J20,IOB_X1Y116,IO_L17P_T2_AD5P_35,67.298,67.975,,,,,,,,,,,,,,,,,,,,
35,H20,IOB_X1Y115,IO_L17N_T2_AD5N_35,64.940,65.592,,,,,,,,,,,,,,,,,,,,
35,G19,IOB_X1Y114,IO_L18P_T2_AD13P_35,47.431,47.908,,,,,,,,,,,,,,,,,,,,
35,G20,IOB_X1Y113,IO_L18N_T2_AD13N_35,47.626,48.104,,,,,,,,,,,,,,,,,,,,
35,H15,IOB_X1Y112,IO_L19P_T3_35,95.519,96.479,,,,,,,,,,,,,,,,,,,,
35,G15,IOB_X1Y111,IO_L19N_T3_VREF_35,63.020,63.653,,,,,,,,,,,,,,,,,,,,
35,K14,IOB_X1Y110,IO_L20P_T3_AD6P_35,163.964,165.612,,,,,,,,,,,,,,,,,,,,
35,J14,IOB_X1Y109,IO_L20N_T3_AD6N_35,160.614,162.228,,,,,,,,,,,,,,,,,,,,
35,N15,IOB_X1Y108,IO_L21P_T3_DQS_AD14P_35,115.100,116.256,,,,,,,,,,,,,,,,,,,,
35,N16,IOB_X1Y107,IO_L21N_T3_DQS_AD14N_35,112.575,113.707,,,,,,,,,,,,,,,,,,,,
35,L14,IOB_X1Y106,IO_L22P_T3_AD7P_35,135.254,136.614,,,,,,,,,,,,,,,,,,,,
35,L15,IOB_X1Y105,IO_L22N_T3_AD7N_35,112.244,113.372,,,,,,,,,,,,,,,,,,,,
35,M14,IOB_X1Y104,IO_L23P_T3_35,121.058,122.274,,,,,,,,,,,,,,,,,,,,
35,M15,IOB_X1Y103,IO_L23N_T3_35,122.850,124.084,,,,,,,,,,,,,,,,,,,,
35,K16,IOB_X1Y102,IO_L24P_T3_AD15P_35,68.168,68.853,,,,,,,,,,,,,,,,,,,,
35,J16,IOB_X1Y101,IO_L24N_T3_AD15N_35,60.673,61.282,,,,,,,,,,,,,,,,,,,,
35,J15,IOB_X1Y100,IO_25_35,96.746,97.719,,,,,,,,,,,,,,,,,,,,
35,C19,,VCCO_35,,,,,,,,,,,,,,,,,,,,,VCCO_35,
35,F18,,VCCO_35,,,,,,,,,,,,,,,,,,,,,VCCO_35,
35,H14,,VCCO_35,,,,,,,,,,,,,,,,,,,,,VCCO_35,
35,J17,,VCCO_35,,,,,,,,,,,,,,,,,,,,,VCCO_35,
35,K20,,VCCO_35,,,,,,,,,,,,,,,,,,,,,VCCO_35,
35,M16,,VCCO_35,,,,,,,,,,,,,,,,,,,,,VCCO_35,
500,B6,,VCCO_MIO0_500,,,,,,,,,,,,,,,,,,,,,,
500,D7,,VCCO_MIO0_500,,,,,,,,,,,,,,,,,,,,,,
501,E11,,PS_MIO_VREF_501,80.735,81.546,,,,,,,,,,,,,,,,,,,,
501,A13,,VCCO_MIO1_501,,,,,,,,,,,,,,,,,,,,,,
501,B16,,VCCO_MIO1_501,,,,,,,,,,,,,,,,,,,,,,
501,D12,,VCCO_MIO1_501,,,,,,,,,,,,,,,,,,,,,,
501,E15,,VCCO_MIO1_501,,,,,,,,,,,,,,,,,,,,,,
502,A3,,VCCO_DDR_502,,,,,,,,,,,,,,,,,,,,,,
502,D2,,VCCO_DDR_502,,,,,,,,,,,,,,,,,,,,,,
502,E5,,VCCO_DDR_502,,,,,,,,,,,,,,,,,,,,,,
502,G1,,VCCO_DDR_502,,,,,,,,,,,,,,,,,,,,,,
502,H4,,VCCO_DDR_502,,,,,,,,,,,,,,,,,,,,,,
502,L3,,VCCO_DDR_502,,,,,,,,,,,,,,,,,,,,,,
502,P2,,VCCO_DDR_502,,,,,,,,,,,,,,,,,,,,,,
502,R5,,VCCO_DDR_502,,,,,,,,,,,,,,,,,,,,,,
502,U1,,VCCO_DDR_502,,,,,,,,,,,,,,,,,,,,,,
502,V4,,VCCO_DDR_502,,,,,,,,,,,,,,,,,,,,,,
502,H6,,PS_DDR_VREF0_502,32.755,33.084,,,,,,,,,,,,,,,,,,,,
502,P6,,PS_DDR_VREF1_502,54.330,54.877,,,,,,,,,,,,,,,,,,,,
,F10,,RSVDGND,83.905,84.749,,,,,,,,,,,,,,,,,,,,
,N6,,RSVDVCC3,106.217,107.285,,,,,,,,,,,,,,,,,,,,
,R6,,RSVDVCC2,101.154,102.170,,,,,,,,,,,,,,,,,,,,
,T6,,RSVDVCC1,85.291,86.149,,,,,,,,,,,,,,,,,,,,
,A8,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,A18,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,B1,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,B11,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,C4,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,C14,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,K11,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,D17,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,E10,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,E20,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,F3,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,F7,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,G10,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,G12,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,G16,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,H7,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,H9,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,H11,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,H13,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,H19,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,J2,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,J8,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,J12,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,K5,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,K7,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,C9,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,K13,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,K15,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,L8,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,L12,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,L18,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,M1,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,M7,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,M11,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,M13,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,N4,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,N8,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,N10,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,N12,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,N14,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,P7,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,P9,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,P11,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,P13,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,P17,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,R8,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,R12,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,R20,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,T3,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,T7,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,T13,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,U6,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,U16,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,V9,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,V19,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,W2,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,W12,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,Y5,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,Y15,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,G13,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,H12,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,J13,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,K12,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,L13,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,M12,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,N13,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,P12,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,R13,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,J11,,VCCAUX,,,,,,,,,,,,,,,,,,,,,VCCAUX,1.80
,L11,,VCCAUX,,,,,,,,,,,,,,,,,,,,,VCCAUX,1.80
,N9,,VCCAUX,,,,,,,,,,,,,,,,,,,,,VCCAUX,1.80
,P10,,VCCAUX,,,,,,,,,,,,,,,,,,,,,VCCAUX,1.80
,R9,,VCCAUX,,,,,,,,,,,,,,,,,,,,,VCCAUX,1.80
,N11,,VCCAUX,,,,,,,,,,,,,,,,,,,,,VCCAUX,1.80
,G11,,VCCBRAM,,,,,,,,,,,,,,,,,,,,,,
,H10,,VCCBRAM,,,,,,,,,,,,,,,,,,,,,,
,G8,,VCCPLL,,,,,,,,,,,,,,,,,,,,,,
,G9,,VCCPAUX,,,,,,,,,,,,,,,,,,,,,,
,F8,,VCCPAUX,,,,,,,,,,,,,,,,,,,,,,
,H8,,VCCPAUX,,,,,,,,,,,,,,,,,,,,,,
,K8,,VCCPAUX,,,,,,,,,,,,,,,,,,,,,,
,M8,,VCCPAUX,,,,,,,,,,,,,,,,,,,,,,
,G7,,VCCPINT,,,,,,,,,,,,,,,,,,,,,,
,J7,,VCCPINT,,,,,,,,,,,,,,,,,,,,,,
,L7,,VCCPINT,,,,,,,,,,,,,,,,,,,,,,
,N7,,VCCPINT,,,,,,,,,,,,,,,,,,,,,,
,P8,,VCCPINT,,,,,,,,,,,,,,,,,,,,,,
,R7,,VCCPINT,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,CLK.FCLK_CLK0_0_54576,FCLK_CLK0_0,OUT,,,LVCMOS18,12,SLOW,,,,,,,,,FP_VTT_50,,
,,,,,,,RST.FCLK_RESET0_N_0_54576,FCLK_RESET0_N_0,OUT,,,LVCMOS18,12,SLOW,,,,,,,,,FP_VTT_50,,
,,,,,,,,TTC0_WAVE2_OUT_0,OUT,,,LVCMOS18,12,SLOW,,,,,,,,,FP_VTT_50,,
,,,,,,,,TTC0_WAVE1_OUT_0,OUT,,,LVCMOS18,12,SLOW,,,,,,,,,FP_VTT_50,,
,,,,,,,,TTC0_WAVE0_OUT_0,OUT,,,LVCMOS18,12,SLOW,,,,,,,,,FP_VTT_50,,
